health_region_code,band,person_years,deaths
51007,7,64472,8
51007,8,59989,5
51007,9,51747,5
51007,10,44123,5
51007,11,37057,4
51007,12,28724,2
51007,13,20345,1
51007,14,13666,2
51007,15,8835,0
51007,16,9004,1
51008,0,35735,0
51008,1,34989,0
51008,2,33700,2
51008,3,34532,3
51008,4,34040,6
51008,5,34752,5
51008,6,34105,5
51008,7,34011,5
51008,8,33500,2
51008,9,29589,1
51008,10,25883,4
51008,11,22132,3
51008,12,17107,1
51008,13,12186,1
51008,14,8503,4
51008,15,5328,3
51008,16,4638,1
51009,0,6345,0
51009,1,6416,0
51009,2,6160,0
51009,3,6151,0
51009,4,5974,2
51009,5,6186,0
51009,6,5986,1
51009,7,6136,1
51009,8,6000,0
51009,9,5416,1
51009,10,4588,2
51009,11,3914,0
51009,12,3248,0
51009,13,2452,1
51009,14,1739,0
51009,15,1074,0
51009,16,1169,0
51010,0,15520,0
51010,1,15892,0
51010,2,14775,0
51010,3,14756,5
51010,4,14489,2
51010,5,16040,2
51010,6,15774,0
51010,7,15809,1
51010,8,15284,0
51010,9,14386,0
51010,10,13561,1
51010,11,12318,2
51010,12,9939,2
51010,13,7354,0
51010,14,5370,1
51010,15,3570,0
51010,16,3651,0
51011,0,40000,0
51011,1,40676,0
51011,2,40454,2
51011,3,42246,3
51011,4,41259,6
51011,5,39539,4
51011,6,39083,11
51011,7,41739,1
51011,8,43162,5
51011,9,39602,3
51011,10,36138,10
51011,11,32512,3
51011,12,27359,1
51011,13,21401,5
51011,14,15345,1
51011,15,10189,3
51011,16,10981,1
51012,0,31631,0
51012,1,30925,0
51012,2,29503,0
51012,3,30033,7
51012,4,29213,1
51012,5,29763,1
51012,6,29906,4
51012,7,30533,4
51012,8,29546,1
51012,9,25684,2
51012,10,22353,5
51012,11,18986,3
51012,12,15062,0
51012,13,10955,2
51012,14,7772,1
51012,15,4923,0
51012,16,5086,0
51013,0,135830,0
51013,1,137441,0
51013,2,130482,0
51013,3,130727,11
51013,4,137337,22
51013,5,145041,18
51013,6,143153,21
51013,7,142535,12
51013,8,137499,24
51013,9,121733,24
51013,10,105916,17
51013,11,90527,10
51013,12,71867,9
51013,13,53758,11
51013,14,37926,3
51013,15,24811,2
51013,16,25455,1
51014,0,149477,0
51014,1,140520,0
51014,2,123839,4
51014,3,128641,8
51014,4,150834,16
51014,5,164627,11
51014,6,157829,15
51014,7,145522,11
51014,8,127920,13
51014,9,102119,14
51014,10,82181,8
51014,11,67899,8
51014,12,51810,9
51014,13,35554,5
51014,14,22667,3
51014,15,13470,1
51014,16,12381,0
51015,0,25630,0
51015,1,25365,0
51015,2,23127,1
51015,3,23636,3
51015,4,24064,3
51015,5,24560,6
51015,6,24194,1
51015,7,23827,2
51015,8,22216,6
51015,9,18999,6
51015,10,18131,1
51015,11,17052,1
51015,12,14015,0
51015,13,9894,3
51015,14,6595,2
51015,15,4258,0
51015,16,3942,0
51016,0,12901,0
51016,1,13188,0
51016,2,12237,0
51016,3,11834,1
51016,4,11466,3
51016,5,12678,2
51016,6,13317,1
51016,7,13050,3
51016,8,12273,1
51016,9,11040,1
51016,10,10290,3
51016,11,9179,0
51016,12,7457,0
51016,13,5326,0
51016,14,3595,0
51016,15,2220,1
51016,16,2350,0
52001,0,346769,0
52001,1,378033,0
52001,2,368264,4
52001,3,394600,23
52001,4,452592,59
52001,5,483080,59
52001,6,480547,66
52001,7,486521,71
52001,8,478977,73
52001,9,424562,51
52001,10,369940,34
52001,11,326862,41
52001,12,277981,32
52001,13,218490,19
52001,14,158962,11
52001,15,106183,7
52001,16,113598,14
52002,0,194513,0
52002,1,212862,0
52002,2,205194,4
52002,3,215830,16
52002,4,238108,37
52002,5,247513,44
52002,6,248782,35
52002,7,250847,26
52002,8,241528,31
52002,9,211216,26
52002,10,180598,19
52002,11,152970,17
52002,12,124445,13
52002,13,92442,7
52002,14,63863,7
52002,15,41373,2
52002,16,41467,5
52003,0,61588,0
52003,1,66136,0
52003,2,63582,3
52003,3,68575,6
52003,4,73094,13
52003,5,71545,10
52003,6,68361,14
52003,7,70118,10
52003,8,68243,14
52003,9,58274,8
52003,10,48675,4
52003,11,41044,5
52003,12,33150,3
52003,13,23996,3
52003,14,16336,0
52003,15,10393,0
52003,16,10229,3
52004,0,233573,0
52004,1,248356,0
52004,2,235649,5
52004,3,247565,14
52004,4,262145,35
52004,5,260804,40
52004,6,252418,40
52004,7,252574,30
52004,8,243847,18
52004,9,206540,17
52004,10,167560,10
52004,11,129892,12
52004,12,95491,9
52004,13,67064,6
52004,14,43902,2
52004,15,26572,7
52004,16,26155,4
52005,0,60645,0
52005,1,66198,0
52005,2,66581,1
52005,3,71205,2
52005,4,77770,14
52005,5,78890,10
52005,6,78349,10
52005,7,80271,9
52005,8,80402,16
52005,9,72656,8
52005,10,64409,9
52005,11,57779,6
52005,12,49147,6
52005,13,38055,6
52005,14,28192,3
52005,15,18773,2
52005,16,19656,4
52006,0,8919,0
52006,1,9877,0
52006,2,10095,0
52006,3,10428,1
52006,4,9160,1
52006,5,8429,0
52006,6,8559,0
52006,7,9525,0
52006,8,9758,2
52006,9,8714,0
52006,10,7316,1
52006,11,6665,0
52006,12,5751,2
52006,13,4653,1
52006,14,3180,1
52006,15,2229,0
52006,16,2624,0
52007,0,20030,0
52007,1,21353,0
52007,2,21989,0
52007,3,23510,0
52007,4,21875,1
52007,5,20241,3
52007,6,20881,3
52007,7,22896,2
52007,8,23066,2
52007,9,20046,0
52007,10,17154,1
52007,11,15233,2
52007,12,13161,0
52007,13,10095,2
52007,14,6909,0
52007,15,4728,3
52007,16,5068,0
52008,0,23260,0
52008,1,25829,0
52008,2,26751,2
52008,3,28243,1
52008,4,27406,7
52008,5,26475,4
52008,6,26440,5
52008,7,28958,9
52008,8,30913,5
52008,9,31047,5
52008,10,28828,4
52008,11,26415,5
52008,12,22212,1
52008,13,17496,1
52008,14,12898,2
52008,15,8687,1
52008,16,9317,0
52009,0,19139,0
52009,1,21069,0
52009,2,21064,0
52009,3,21874,3
52009,4,22369,4
52009,5,23209,4
52009,6,23254,4
52009,7,24069,2
52009,8,25923,8
52009,9,26730,6
52009,10,26915,4
52009,11,25784,2
52009,12,21926,2
52009,13,17498,2
52009,14,13255,2
52009,15,9387,2
52009,16,10303,4
52010,0,21483,0
52010,1,22753,0
52010,2,21475,0
52010,3,22824,4
52010,4,25488,1
52010,5,26435,4
52010,6,25639,5
52010,7,25825,2
52010,8,26855,2
52010,9,25999,3
52010,10,24837,1
52010,11,23078,6
52010,12,19923,2
52010,13,16035,1
52010,14,12313,4
52010,15,8756,2
52010,16,9253,1
52011,0,107288,0
52011,1,116070,0
52011,2,112524,1
52011,3,119701,7
52011,4,133227,11
52011,5,133763,22
52011,6,129222,18
52011,7,128161,15
52011,8,128179,19
52011,9,116883,11
52011,10,104536,11
52011,11,93512,11
52011,12,79416,9
52011,13,61056,12
52011,14,42995,6
52011,15,28646,2
52011,16,30744,2
52012,0,35971,0
52012,1,39327,0
52012,2,38930,2
52012,3,40850,3
52012,4,42845,4
52012,5,43186,10
52012,6,43385,3
52012,7,45944,9
52012,8,48222,9
52012,9,46707,10
52012,10,44415,7
52012,11,41351,6
52012,12,34759,7
52012,13,27385,3
52012,14,19779,1
52012,15,13197,2
52012,16,13817,2
52013,0,28977,0
52013,1,31819,0
52013,2,31699,1
52013,3,33288,6
52013,4,34669,7
52013,5,35470,8
52013,6,34988,3
52013,7,36326,7
52013,8,37974,3
52013,9,38784,6
52013,10,37344,5
52013,11,35288,2
52013,12,29753,5
52013,13,23480,3
52013,14,17259,2
52013,15,12067,4
52013,16,12907,0
52014,0,22055,0
52014,1,24098,0
52014,2,24762,0
52014,3,25602,3
52014,4,25655,6
52014,5,25393,8
52014,6,25930,6
52014,7,27597,6
52014,8,28625,6
52014,9,27552,3
52014,10,25292,0
52014,11,23382,2
52014,12,19955,5
52014,13,15264,0
52014,14,10934,1
52014,15,7819,3
52014,16,8528,2
52015,0,88022,0
52015,1,95093,0
52015,2,90444,0
52015,3,95859,8
52015,4,106848,23
52015,5,112127,16
52015,6,113108,12
52015,7,114237,18
52015,8,107148,15
52015,9,94033,9
52015,10,82095,11
52015,11,71541,9
52015,12,58382,12
52015,13,44480,4
52015,14,32523,4
52015,15,22069,1
52015,16,22954,3
52016,0,49390,0
52016,1,52695,0
52016,2,50434,1
52016,3,52749,5
52016,4,58572,12
52016,5,60755,13
52016,6,60308,7
52016,7,59238,7
52016,8,56328,7
52016,9,50040,9
52016,10,43294,6
52016,11,37656,5
52016,12,30731,1
52016,13,23904,0
52016,14,17671,1
52016,15,12286,1
52016,16,13730,0
52017,0,48289,0
52017,1,52454,0
52017,2,51353,0
52017,3,53995,3
52017,4,58342,10
52017,5,60556,11
52017,6,60537,11
52017,7,61058,8
52017,8,61534,11
52017,9,58864,8
52017,10,53932,5
52017,11,49064,14
52017,12,41111,8
52017,13,32181,7
52017,14,24315,0
52017,15,16832,2
52017,16,18684,3
52018,0,36215,0
52018,1,38405,0
52018,2,38133,0
52018,3,41586,3
52018,4,43795,10
52018,5,42118,4
52018,6,41083,6
52018,7,42123,6
52018,8,42757,3
52018,9,39864,6
52018,10,36186,3
52018,11,32316,0
52018,12,26707,3
52018,13,20590,0
52018,14,14215,1
52018,15,9538,0
52018,16,10229,0
53001,0,566097,0
53001,1,612456,0
53001,2,592513,13
53001,3,640136,54
53001,4,702076,107
53001,5,713576,97
53001,6,699574,95
53001,7,746224,105
53001,8,769832,83
53001,9,676702,92
53001,10,563054,49
53001,11,472848,37
53001,12,373441,28
53001,13,280721,31
53001,14,207654,15
53001,15,137076,14
53001,16,148807,8
